OBJECTID,PUDNAME,SPDNAME,TYPE,BASE_ZONE,OVERLAY,PROJ_NUMB,ORDINANCE,ORD_DATE,CHANG_DATE,ZONE,URL,DESCRIPTION,Shape__Area,Shape__Length
6598, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,164500.592773438,2830.80710562693
6599, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,164752.615234375,1898.42309927394
6600, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,164814.908203125,1699.08726409474
6601, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,164858.005859375,1961.13623645643
6602, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,164987.6953125,1957.76556872176
6603, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,165061.69140625,1753.6319845169
6604, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,165064.758789063,1954.2687447427
6605, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,165132.7734375,1968.99070635397
6606, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,165171.208984375,2072.3246920242
6607, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,165244.442382813,1751.31932351601
6608, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,169172.77734375,1855.56777712271
6609, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,211490.250976563,2263.83561856219
6610, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,211538.412109375,1854.97132707926
6611, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,211561.375976563,2306.54014393866
6612, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,211750.48046875,2520.66260163233
6613, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,211823.411132813,2299.78903079461
6614, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,211837.805664063,2320.86377640715
6615, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,211970.168945313,2183.99730436033
6616, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,212132.52734375,2454.61175708239
6617, , ,R,R-1, , , ,,,R-1,http://www.qcode.us/codes/sacramento/view.php?topic=17-ii-17_204-ii&frames=on,Single-Unit Dwelling Zone,212232.010742188,2370.80169949691
